gt,pred,rouge1,rouge2,rougeL,bleu,meteor,wer
you said to me i am always thinking that i am at home just so,extraordinary i to said your no goodbye in so i said all i is now,0.3333333333333333,0.0,0.20000000000000004,1.1008876702055895e-231,0.16666666666666666,0.8666666666666667
everybody knows that when it is noon in the united states the sun is setting over france,extraordinary i to said your no goodbye in so i said all i is now which said,0.11764705882352941,0.0,0.11764705882352941,8.972141065609098e-232,0.08823529411764706,0.8823529411764706
if you could fly to france in one minute you could go straight into the sunset right from noon,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.10526315789473684,0.0,0.10526315789473684,8.726094729337945e-232,0.07894736842105263,1.0
unfortunately france is too far away for that,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
but on your tiny planet my little prince all you need do is move your chair a few steps,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.15789473684210525,0.0,0.15789473684210525,8.726094729337945e-232,0.07894736842105263,1.0
you can see the day end and the twilight falling whenever you like one day you said to me i saw the sunset fortyfour times and a little later you added you know one loves the sunset when one is so sad were you so sad then i asked on the day of the fortyfour sunsets but the little prince made no reply,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in that the to sheep one like is not truly its miles of oh it asked softly small he,0.25396825396825395,0.0,0.12698412698412698,7.690076942257604e-232,0.14285714285714285,0.9682539682539683
on the fifth day again as always it was thanks to the sheep the secret of the little princes life was revealed to me,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it,0.08333333333333333,0.0,0.041666666666666664,8.231055179516831e-232,0.041666666666666664,1.0
abruptly without anything to lead up to it and as if the question had been born of long and silent meditation on his problem he demanded a sheep if it eats little bushes does it eat flowers too a sheep i answered eats anything it finds in its reach even flowers that have thorns yes even flowers that have thorns then the thorns what use are they i did not know,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in that the to sheep one like is not truly its miles of oh it asked softly small he where unfortunately believe after i and not is,0.28169014084507044,0.014285714285714285,0.1267605633802817,7.463649482035323e-232,0.1619718309859155,0.971830985915493
at that moment i was very busy trying to unscrew a bolt that had got stuck in my engine,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.15789473684210525,0.0,0.15789473684210525,8.726094729337945e-232,0.07894736842105263,1.0
i was very much worried for it was becoming clear to me that the breakdown of my plane was extremely serious,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place,0.09523809523809523,0.0,0.09523809523809523,8.510469113101058e-232,0.047619047619047616,1.0
and i had so little drinking water left that i had to fear for the worst,extraordinary i to said your no goodbye in so i said all i is now which,0.25,0.0,0.1875,1.0832677820940877e-231,0.125,0.875
the thorns what use are they the little prince never let go of a question once he had asked it,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.0,0.0,0.0,8.614911585158347e-232,0.0,1.0
as for me i was upset over that bolt,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,1.0518351895246305e-231,0.05555555555555555,1.0
and i answered with the first thing that came into my head the thorns are of no use at all,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.15,0.0,0.15,8.614911585158347e-232,0.075,0.95
flowers have thorns just for spite oh there was a moment of complete silence,extraordinary i to said your no goodbye in so i said all i is,0.0,0.0,0.0,9.418382295637229e-232,0.0,1.0
then the little prince flashed back at me with a kind of resentfulness i dont believe you,extraordinary i to said your no goodbye in so i said all i is now which said,0.058823529411764705,0.0,0.058823529411764705,8.972141065609098e-232,0.058823529411764705,1.0
flowers are weak creatures,extraordinary i to said,0.0,0.0,0.0,0.0,0.0,1.0
they are naive,extraordinary i to,0.0,0.0,0.0,1.384292958842266e-231,0.0,1.0
they reassure themselves as best they can,extraordinary i to said your no goodbye,0.0,0.0,0.0,0.0,0.0,1.0
they believe that their thorns are terrible weapons i did not answer,extraordinary i to said your no goodbye in so i said all,0.08333333333333333,0.0,0.08333333333333333,9.788429383461836e-232,0.041666666666666664,1.0
at that instant i was saying to myself if this bolt still wont turn i am going to knock it out with the hammer again the little prince disturbed my thoughts,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble,0.1935483870967742,0.0,0.16129032258064516,7.720899511627474e-232,0.11290322580645161,1.0
and you actually believe that the flowers oh no i cried,extraordinary i to said your no goodbye in so i said,0.18181818181818182,0.0,0.18181818181818182,1.0003688322288243e-231,0.09090909090909091,0.9090909090909091
no no no,extraordinary i to,0.0,0.0,0.0,0.0,0.0,1.0
i dont believe anything,extraordinary i to said,0.25,0.0,0.25,1.2882297539194154e-231,0.125,1.0
i answered you with the first thing that came into my head,extraordinary i to said your no goodbye in so i said all,0.08333333333333333,0.0,0.08333333333333333,9.788429383461836e-232,0.041666666666666664,1.0
dont you see i am very busy with matters of consequence he stared at me thunderstruck,extraordinary i to said your no goodbye in so i said all i is now which,0.0625,0.0,0.0625,9.109159947227211e-232,0.03125,1.0
matters of consequence he looked at me there with my hammer in my hand my fingers black with engine grease bending down over an object which seemed to him extremely ugly you talk just like the grownups that made me a little ashamed,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without,0.11627906976744186,0.0,0.06976744186046512,7.114448003820407e-232,0.05813953488372093,1.0
but he went on relentlessly you mix everything up together you confuse everything he was really very angry,extraordinary i to said your no goodbye in so i said all i is now which said man,0.0,0.0,0.0,8.844844403089352e-232,0.0,1.0
he tossed his golden curls in the breeze,extraordinary i to said your no goodbye in,0.125,0.0,0.125,1.0832677820940877e-231,0.0625,1.0
i know a planet where there is a certain redfaced gentleman,extraordinary i to said your no goodbye in so i said,0.09090909090909091,0.0,0.09090909090909091,1.0003688322288243e-231,0.045454545454545456,1.0
he has never smelled a flower,extraordinary i to said your no,0.0,0.0,0.0,0.0,0.0,1.0
he has never looked at a star,extraordinary i to said your no goodbye,0.0,0.0,0.0,0.0,0.0,1.0
he has never loved any one,extraordinary i to said your no,0.0,0.0,0.0,0.0,0.08333333333333333,1.0
he has never done anything in his life but add up figures,extraordinary i to said your no goodbye in so i said all,0.08333333333333333,0.0,0.08333333333333333,9.788429383461836e-232,0.041666666666666664,1.0
and all day he says over and over just like you i am busy with matters of consequence and that makes him swell up with pride,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then,0.07692307692307693,0.0,0.07692307692307693,8.06798322521923e-232,0.057692307692307696,1.0
but he is not a man he is a mushroom a what a mushroom the little prince was now white with rage,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because,0.13636363636363635,0.0,0.09090909090909091,8.412065649527267e-232,0.06818181818181818,1.0
the flowers have been growing thorns for millions of years,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
for millions of years the sheep have been eating them just the same,extraordinary i to said your no goodbye in so i said all i,0.0,0.0,0.0,1.1409851298103347e-231,0.0,1.0
and is it not a matter of consequence to try to understand why the flowers go to so much trouble to grow   i  thorns which are never of any use to them,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny,0.25,0.0,0.125,7.659859945595747e-232,0.125,1.0
is the warfare between the sheep and the flowers not important,extraordinary i to said your no goodbye in so i said,0.0,0.0,0.0,1.0003688322288243e-231,0.0,1.0
is this not of more consequence than a fat redfaced gentlemans sums,extraordinary i to said your no goodbye in so i said all,0.0,0.0,0.0,9.788429383461836e-232,0.0,1.0
and if i know i myself one flower which is unique in the world which grows nowhere but on my planet but which one little sheep can destroy in a single bite some morning without even noticing what he is doing oh,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was,0.19047619047619047,0.0,0.11904761904761904,8.510469113101058e-232,0.13095238095238096,1.0
you think that is not important,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
his face turned from white to red as he continued if some one loves a flower of which just one single blossom grows in all the millions and millions of stars it is enough to make him happy just to look at the stars,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to,0.2727272727272727,0.0,0.1590909090909091,8.412065649527267e-232,0.1590909090909091,1.0
he can say to himself somewhere my flower is there but if the sheep eats the flower in one moment all his stars will be darkened and you think that is not important he could not say anything more,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions,0.15384615384615385,0.0,0.10256410256410256,7.290245807398516e-232,0.1282051282051282,1.0
his words were choked by sobbing,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
the night had fallen,extraordinary i to said,0.0,0.0,0.0,1.2882297539194154e-231,0.0,1.0
i had let my tools drop from my hands,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,1.0518351895246305e-231,0.05555555555555555,1.0
of what moment now was my hammer my bolt or thirst or death,extraordinary i to said your no goodbye in so i said all i,0.0,0.0,0.0,9.594503055152632e-232,0.0,1.0
on one star one planet my planet the earth there was a little prince to be comforted,extraordinary i to said your no goodbye in so i said all i is now which said,0.058823529411764705,0.0,0.058823529411764705,8.972141065609098e-232,0.11764705882352941,1.0
i took him in my arms and rocked him,extraordinary i to said your no goodbye in so,0.2222222222222222,0.0,0.2222222222222222,1.0518351895246305e-231,0.1111111111111111,1.0
i said to him the flower that you love is not in danger,extraordinary i to said your no goodbye in so i said all i,0.3076923076923077,0.08333333333333333,0.23076923076923078,9.594503055152632e-232,0.15384615384615385,0.9230769230769231
i will draw you a muzzle for your sheep,extraordinary i to said your no goodbye in so,0.2222222222222222,0.0,0.2222222222222222,1.0518351895246305e-231,0.1111111111111111,1.0
i will draw you a railing to put around your flower,extraordinary i to said your no goodbye in so i said,0.2727272727272727,0.0,0.2727272727272727,1.1896457329133973e-231,0.13636363636363635,1.0
i will i did not know what to say to him,extraordinary i to said your no goodbye in so i said,0.2727272727272727,0.0,0.18181818181818182,1.0003688322288243e-231,0.18181818181818182,1.0
i felt awkward and blundering,extraordinary i to said your,0.20000000000000004,0.0,0.20000000000000004,1.2183324802375697e-231,0.10000000000000002,1.0
i did not know how i could reach him where i could overtake him and go on hand in hand with him once more,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it,0.16666666666666666,0.0,0.125,8.231055179516831e-232,0.08333333333333333,1.0
it is such a secret place the land of tears,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,1.0244914152188952e-231,0.0,1.0
i soon learned to know this flower better,extraordinary i to said your no goodbye in,0.25,0.0,0.25,1.0832677820940877e-231,0.125,1.0
on the little princes planet the flowers had always been very simple,extraordinary i to said your no goodbye in so i said all,0.0,0.0,0.0,9.788429383461836e-232,0.0,1.0
they had only one ring of petals they took up no room at all they were a trouble to nobody,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.15,0.0,0.10000000000000002,8.614911585158347e-232,0.10000000000000002,1.0
one morning they would appear in the grass and by night they would have faded peacefully away,extraordinary i to said your no goodbye in so i said all i is now which said,0.058823529411764705,0.0,0.058823529411764705,8.972141065609098e-232,0.058823529411764705,1.0
but one day from a seed blown from no one knew where a new flower had come up and the little prince had watched very closely over this small sprout which was not like any other small sprouts on his planet,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way,0.12195121951219512,0.0,0.07317073170731707,7.199666163340923e-232,0.08536585365853659,1.0
it might you see have been a new kind of baobab,extraordinary i to said your no goodbye in so i said,0.0,0.0,0.0,1.0003688322288243e-231,0.0,1.0
the shrub soon stopped growing and began to get ready to produce a flower,extraordinary i to said your no goodbye in so i said all i is,0.07142857142857142,0.0,0.07142857142857142,9.418382295637229e-232,0.03571428571428571,1.0
the little prince who was present at the first appearance of a huge bud felt at once that some sort of miraculous apparition must emerge from it,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from,0.1111111111111111,0.0,0.07407407407407407,9.50440384721771e-232,0.05555555555555555,1.0
but the flower was not satisfied to complete the preparations for her beauty in the shelter of her green chamber,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.10000000000000002,0.0,0.10000000000000002,1.0244914152188952e-231,0.05000000000000001,1.0
she chose her colours with the greatest care,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
she adjusted her petals one by one,extraordinary i to said your no goodbye,0.0,0.0,0.0,0.0,0.07142857142857142,1.0
she did not wish to go out into the world all rumpled like the field poppies,extraordinary i to said your no goodbye in so i said all i is now which,0.125,0.0,0.125,9.109159947227211e-232,0.0625,1.0
it was only in the full radiance of her beauty that she wished to appear,extraordinary i to said your no goodbye in so i said all i is now,0.13333333333333333,0.0,0.06666666666666667,9.257324954728539e-232,0.06666666666666667,1.0
oh yes,extraordinary i,0.0,0.0,0.0,0.0,0.0,1.0
she was a coquettish creature,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
and her mysterious adornment lasted for days and days,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
then one morning exactly at sunrise she suddenly showed herself,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,1.0244914152188952e-231,0.18750000000000003,1.0
and after working with all this painstaking precision she yawned and said ah,extraordinary i to said your no goodbye in so i said all i,0.15384615384615385,0.0,0.07692307692307693,1.1409851298103347e-231,0.07692307692307693,1.0
i am scarcely awake,extraordinary i to said,0.25,0.0,0.25,1.0032743411283238e-231,0.125,1.0
i beg that you will excuse me,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,1.0
my petals are still all disarranged but the little prince could not restrain his admiration oh,extraordinary i to said your no goodbye in so i said all i is now which,0.0625,0.0,0.0625,1.0832677820940877e-231,0.03125,1.0
how beautiful you are am i not the flower responded sweetly,extraordinary i to said your no goodbye in so i said,0.09090909090909091,0.0,0.09090909090909091,1.0003688322288243e-231,0.045454545454545456,1.0
and i was born at the same moment as the sun the little prince could guess easily enough that she was not any too modest but how moving and exciting she was,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny,0.0625,0.0,0.0625,9.109159947227211e-232,0.046875,0.96875
i think it is time for breakfast she added an instant later,extraordinary i to said your no goodbye in so i said all,0.08333333333333333,0.0,0.08333333333333333,9.788429383461836e-232,0.041666666666666664,1.0
if you would have the kindness to think of my needs and the little prince completely abashed went to look for a sprinkling can of fresh water,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from,0.037037037037037035,0.0,0.037037037037037035,9.50440384721771e-232,0.037037037037037035,1.0
so he tended the flower,extraordinary i to said your,0.0,0.0,0.0,0.0,0.0,1.0
so too she began very quickly to torment him with her vanity which was if the truth be known a little difficult to deal with,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake,0.12,0.0,0.08,9.689041594391036e-232,0.08,1.0
one day for instance when she was speaking of her four thorns she said to the little prince let the tigers come with their claws there are no tigers on my planet the little prince objected,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out,0.16666666666666666,0.0,0.08333333333333333,7.437597952034396e-232,0.09722222222222222,0.9722222222222222
and anyway tigers do not eat weeds i am not a weed the flower replied sweetly,extraordinary i to said your no goodbye in so i said all i is now which,0.0625,0.0,0.0625,9.109159947227211e-232,0.03125,1.0
please excuse me i am not at all afraid of tigers she went on but i have a horror of drafts,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place,0.14285714285714285,0.0,0.14285714285714285,8.510469113101058e-232,0.07142857142857142,1.0
i suppose you wouldnt screen for me,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,1.0
a horror of drafts that is bad luck for a plant remarked the little prince and added to himself this flower is a very complex creature at night i want you to put me under a glass globe,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you,0.13157894736842105,0.0,0.10526315789473684,7.337741777064293e-232,0.07894736842105263,1.0
it is very cold where you live,extraordinary i to said your no goodbye,0.0,0.0,0.0,1.1200407237786664e-231,0.0,1.0
in the place i came from but she interrupted herself at that point,extraordinary i to said your no goodbye in so i said all i,0.15384615384615385,0.0,0.15384615384615385,9.594503055152632e-232,0.07692307692307693,1.0
she had come in the form of a seed,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,1.0518351895246305e-231,0.05555555555555555,1.0
she could not have known anything of any other worlds,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,1.0244914152188952e-231,0.0,1.0
embarrassed over having let herself be caught on the verge of such an untruth she coughed two or three times in order to put the little prince in the wrong,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on,0.13333333333333333,0.0,0.10000000000000002,7.784451369270533e-232,0.11666666666666667,1.0
the screen i was just going to look for it when you spoke to me then she forced her cough a little more so that he should suffer from remorse just the same,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much,0.21212121212121215,0.0,0.18181818181818182,7.601159375410181e-232,0.10606060606060608,1.0
so the little prince in spite of all the good will that was inseparable from his love had soon come to doubt her,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some,0.17391304347826086,0.0,0.08695652173913043,8.319100378795605e-232,0.08695652173913043,1.0
he had taken seriously words which were without importance and it made him very unhappy,extraordinary i to said your no goodbye in so i said all i is now,0.0,0.0,0.0,9.257324954728539e-232,0.0,1.0
i ought not to have listened to her he confided to me one day,extraordinary i to said your no goodbye in so i said all i is,0.14285714285714285,0.0,0.14285714285714285,9.418382295637229e-232,0.10714285714285715,1.0
one never ought to listen to the flowers,extraordinary i to said your no goodbye in,0.125,0.0,0.125,1.0832677820940877e-231,0.125,1.0
one should simply look at them and breathe their fragrance,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,1.0244914152188952e-231,0.05000000000000001,1.0
mine perfumed all my planet,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
but i did not know how to take pleasure in all her grace,extraordinary i to said your no goodbye in so i said all i,0.3076923076923077,0.0,0.3076923076923077,9.594503055152632e-232,0.15384615384615385,0.9230769230769231
this tale of claws which disturbed me so much should only have filled my heart with tenderness and pity and he continued his confidences the fact is that i did not know how to understand anything,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out,0.19444444444444445,0.0,0.08333333333333333,7.437597952034396e-232,0.09722222222222222,1.0
i ought to have judged by deeds and not by words,extraordinary i to said your no goodbye in so i said,0.18181818181818182,0.0,0.18181818181818182,1.0003688322288243e-231,0.09090909090909091,0.9090909090909091
she cast her fragrance and her radiance over me,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
i ought never to have run away from her,extraordinary i to said your no goodbye in so,0.2222222222222222,0.0,0.2222222222222222,1.0518351895246305e-231,0.1111111111111111,1.0
i ought to have guessed all the affection that lay behind her poor little stratagems,extraordinary i to said your no goodbye in so i said all i is now,0.20000000000000004,0.0,0.20000000000000004,9.257324954728539e-232,0.10000000000000002,0.9333333333333333
flowers are so inconsistent,extraordinary i to said,0.0,0.0,0.0,1.2882297539194154e-231,0.0,1.0
but i was too young to know how to love her i believe that for his escape he took advantage of the migration of a flock of wild birds,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns,0.13793103448275862,0.0,0.13793103448275862,9.336117803135294e-232,0.06896551724137931,0.9655172413793104
on the morning of his departure he put his planet in perfect order,extraordinary i to said your no goodbye in so i said all i,0.07692307692307693,0.0,0.07692307692307693,9.594503055152632e-232,0.07692307692307693,1.0
he carefully cleaned out his active volcanoes,extraordinary i to said your no goodbye,0.0,0.0,0.0,1.1200407237786664e-231,0.0,1.0
he possessed two active volcanoes and they were very convenient for heating his breakfast in the morning,extraordinary i to said your no goodbye in so i said all i is now which said,0.058823529411764705,0.0,0.058823529411764705,8.972141065609098e-232,0.029411764705882353,1.0
he also had one volcano that was extinct,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0625,1.0
but as he said one never knows so he cleaned out the extinct volcano too,extraordinary i to said your no goodbye in so i said all i is now,0.13333333333333333,0.0,0.13333333333333333,9.257324954728539e-232,0.10000000000000002,0.9333333333333333
if they are well cleaned out volcanoes burn slowly and steadily without any eruptions,extraordinary i to said your no goodbye in so i said all i is,0.0,0.0,0.0,9.418382295637229e-232,0.0,1.0
volcanic eruptions are like fires in a chimney,extraordinary i to said your no goodbye in,0.125,0.0,0.125,1.0832677820940877e-231,0.0625,1.0
on our earth we are obviously much too small to clean out our volcanoes,extraordinary i to said your no goodbye in so i said all i is,0.07142857142857142,0.0,0.07142857142857142,9.418382295637229e-232,0.03571428571428571,1.0
that is why they bring no end of trouble upon us,extraordinary i to said your no goodbye in so i said,0.09090909090909091,0.0,0.09090909090909091,1.0003688322288243e-231,0.045454545454545456,0.9090909090909091
the little prince also pulled up with a certain sense of dejection the last little shoots of the baobabs,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.0,0.0,0.0,8.726094729337945e-232,0.0,1.0
he believed that he would never want to return,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,1.0518351895246305e-231,0.05555555555555555,1.0
but on this last morning all these familiar tasks seemed very precious to him,extraordinary i to said your no goodbye in so i said all i is,0.14285714285714285,0.0,0.07142857142857142,1.1200407237786664e-231,0.07142857142857142,1.0
and when he watered the flower for the last time and prepared to place her under the shelter of her glass globe he realised that he was very close to tears,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble,0.0967741935483871,0.0,0.0967741935483871,7.720899511627474e-232,0.04838709677419355,1.0
goodbye he said to the flower,extraordinary i to said your no,0.3333333333333333,0.0,0.16666666666666666,1.1640469867513693e-231,0.16666666666666666,1.0
but she made no answer,extraordinary i to said your,0.0,0.0,0.0,0.0,0.0,1.0
goodbye he said again,extraordinary i to said,0.25,0.0,0.25,1.2882297539194154e-231,0.125,1.0
the flower coughed,extraordinary i to,0.0,0.0,0.0,0.0,0.0,1.0
but it was not because she had a cold,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
i have been silly she said to him at last,extraordinary i to said your no goodbye in so i,0.3,0.0,0.20000000000000004,1.0244914152188952e-231,0.15,1.0
i ask your forgiveness,extraordinary i to said,0.25,0.0,0.25,1.2882297539194154e-231,0.125,1.0
try to be happy he was surprised by this absence of reproaches,extraordinary i to said your no goodbye in so i said all,0.08333333333333333,0.0,0.08333333333333333,9.788429383461836e-232,0.041666666666666664,1.0
he stood there all bewildered the glass globe held arrested in midair,extraordinary i to said your no goodbye in so i said all,0.16666666666666666,0.0,0.08333333333333333,1.1640469867513693e-231,0.08333333333333333,1.0
he did not understand this quiet sweetness,extraordinary i to said your no goodbye,0.0,0.0,0.0,1.1200407237786664e-231,0.0,1.0
of course i love you the flower said to him,extraordinary i to said your no goodbye in so i,0.3,0.0,0.20000000000000004,1.0244914152188952e-231,0.15,1.0
it is my fault that you have not known it all the while,extraordinary i to said your no goodbye in so i said all i,0.07692307692307693,0.0,0.07692307692307693,9.594503055152632e-232,0.038461538461538464,1.0
that is of no importance,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
but you you have been just as foolish as i,extraordinary i to said your no goodbye in so i,0.10000000000000002,0.0,0.10000000000000002,1.0244914152188952e-231,0.05000000000000001,0.9
try to be happy let the glass globe be,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,0.0,0.05555555555555555,1.0
i dont want it any more but the wind my cold is not so bad as all that the cool night air will do me good,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then,0.19230769230769232,0.0,0.11538461538461539,8.06798322521923e-232,0.09615384615384616,1.0
i am a flower but the animals well i must endure the presence of two or three caterpillars if i wish to become acquainted with the butterflies,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from,0.14814814814814814,0.0,0.1111111111111111,7.992219124248642e-232,0.07407407407407407,0.9259259259259259
it seems that they are very beautiful,extraordinary i to said your no goodbye,0.0,0.0,0.0,1.1200407237786664e-231,0.0,1.0
and if not the butterflies and the caterpillars who will call upon me,extraordinary i to said your no goodbye in so i said all i,0.0,0.0,0.0,9.594503055152632e-232,0.0,1.0
you will be far away as for the large animals i am not at all afraid of any of them,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.10000000000000002,0.0,0.10000000000000002,8.614911585158347e-232,0.075,1.0
i have my claws and naively she showed her four thorns,extraordinary i to said your no goodbye in so i said,0.09090909090909091,0.0,0.09090909090909091,1.0003688322288243e-231,0.045454545454545456,1.0
then she added dont linger like this,extraordinary i to said your no goodbye,0.0,0.0,0.0,1.1200407237786664e-231,0.0,1.0
you have decided to go away,extraordinary i to said your no,0.16666666666666666,0.0,0.16666666666666666,9.853445011990208e-232,0.08333333333333333,1.0
now go for she did not want him to see her crying,extraordinary i to said your no goodbye in so i said all,0.08333333333333333,0.0,0.08333333333333333,9.788429383461836e-232,0.041666666666666664,1.0
she was such a proud flower,extraordinary i to said your no,0.0,0.0,0.0,0.0,0.0,1.0
he found himself in the neighbourhood of the asteroids      and ,extraordinary i to said your no goodbye in so i,0.10000000000000002,0.0,0.10000000000000002,1.0244914152188952e-231,0.05000000000000001,1.0
he began therefore by visiting them in order to add to his knowledge,extraordinary i to said your no goodbye in so i said all i,0.15384615384615385,0.0,0.07692307692307693,1.2627076138080564e-231,0.11538461538461539,1.0
the first of them was inhabited by a king,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
clad in royal purple and ermine he was seated upon a throne which was at the same time both simple and majestic,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because,0.09090909090909091,0.0,0.09090909090909091,8.412065649527267e-232,0.06818181818181818,1.0
ah,extraordinary,0.0,0.0,0.0,0.0,0.0,1.0
here is a subject exclaimed the king when he saw the little prince coming,extraordinary i to said your no goodbye in so i said all i is,0.07142857142857142,0.0,0.07142857142857142,9.418382295637229e-232,0.03571428571428571,1.0
and the little prince asked himself how could he recognise me when he had never seen me before he did not know how the world is simplified for kings,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns,0.06896551724137931,0.0,0.034482758620689655,1.0332112772921225e-231,0.05172413793103448,1.0
to them all men are subjects,extraordinary i to said your no,0.16666666666666666,0.0,0.16666666666666666,0.0,0.08333333333333333,1.0
approach so that i may see you better said the king who felt consumingly proud of being at last a king over somebody,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some,0.13043478260869565,0.0,0.13043478260869565,8.319100378795605e-232,0.08695652173913043,1.0
the little prince looked everywhere to find a place to sit down but the entire planet was crammed and obstructed by the kings magnificent ermine robe,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then,0.07692307692307693,0.0,0.07692307692307693,9.594503055152632e-232,0.038461538461538464,1.0
so he remained standing upright and since he was tired he yawned,extraordinary i to said your no goodbye in so i said all,0.08333333333333333,0.0,0.08333333333333333,9.788429383461836e-232,0.041666666666666664,1.0
it is contrary to etiquette to yawn in the presence of a king the monarch said to him,extraordinary i to said your no goodbye in so i said all i is now which said man,0.2222222222222222,0.0,0.16666666666666666,8.844844403089352e-232,0.1111111111111111,0.9444444444444444
i forbid you to do so i cant help it,extraordinary i to said your no goodbye in so i,0.4000000000000001,0.1111111111111111,0.4000000000000001,1.0244914152188952e-231,0.31562500000000004,1.0
